,filename,label
38,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10027.JPEG,golf ball
39,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10033.JPEG,golf ball
40,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10039.JPEG,golf ball
41,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10084.JPEG,golf ball
42,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10106.JPEG,golf ball
43,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10117.JPEG,golf ball
44,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10127.JPEG,golf ball
45,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10129.JPEG,golf ball
46,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10167.JPEG,golf ball
47,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10216.JPEG,golf ball
48,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10235.JPEG,golf ball
49,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10254.JPEG,golf ball
50,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10304.JPEG,golf ball
51,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1036.JPEG,golf ball
52,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10376.JPEG,golf ball
53,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10413.JPEG,golf ball
54,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10419.JPEG,golf ball
55,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10425.JPEG,golf ball
56,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10445.JPEG,golf ball
57,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10455.JPEG,golf ball
58,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10499.JPEG,golf ball
59,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10514.JPEG,golf ball
60,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10515.JPEG,golf ball
61,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10523.JPEG,golf ball
62,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10537.JPEG,golf ball
63,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10547.JPEG,golf ball
64,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10556.JPEG,golf ball
65,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1057.JPEG,golf ball
66,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10574.JPEG,golf ball
67,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10583.JPEG,golf ball
68,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10587.JPEG,golf ball
69,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10615.JPEG,golf ball
70,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10616.JPEG,golf ball
71,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10633.JPEG,golf ball
72,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10655.JPEG,golf ball
73,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10657.JPEG,golf ball
74,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1067.JPEG,golf ball
75,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10676.JPEG,golf ball
76,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10678.JPEG,golf ball
77,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10689.JPEG,golf ball
78,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10693.JPEG,golf ball
79,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10698.JPEG,golf ball
80,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10719.JPEG,golf ball
81,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10723.JPEG,golf ball
82,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10743.JPEG,golf ball
83,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10759.JPEG,golf ball
84,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10786.JPEG,golf ball
85,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_10788.JPEG,golf ball
86,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1086.JPEG,golf ball
87,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1107.JPEG,golf ball
88,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11089.JPEG,golf ball
89,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11144.JPEG,golf ball
90,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11236.JPEG,golf ball
91,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11296.JPEG,golf ball
92,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11347.JPEG,golf ball
93,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11389.JPEG,golf ball
94,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11409.JPEG,golf ball
95,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11483.JPEG,golf ball
96,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1159.JPEG,golf ball
97,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11635.JPEG,golf ball
98,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11643.JPEG,golf ball
99,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1169.JPEG,golf ball
100,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11789.JPEG,golf ball
101,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11967.JPEG,golf ball
102,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_11973.JPEG,golf ball
103,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12013.JPEG,golf ball
104,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1203.JPEG,golf ball
105,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12069.JPEG,golf ball
106,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12117.JPEG,golf ball
107,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12143.JPEG,golf ball
108,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1217.JPEG,golf ball
109,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12197.JPEG,golf ball
110,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12303.JPEG,golf ball
111,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12325.JPEG,golf ball
112,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12463.JPEG,golf ball
113,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12489.JPEG,golf ball
114,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12505.JPEG,golf ball
115,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1256.JPEG,golf ball
116,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12689.JPEG,golf ball
117,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_127.JPEG,golf ball
118,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12724.JPEG,golf ball
119,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12744.JPEG,golf ball
120,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1275.JPEG,golf ball
121,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12789.JPEG,golf ball
122,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12796.JPEG,golf ball
123,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1289.JPEG,golf ball
124,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_129.JPEG,golf ball
125,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_12947.JPEG,golf ball
126,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1297.JPEG,golf ball
127,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13067.JPEG,golf ball
128,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13093.JPEG,golf ball
129,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13099.JPEG,golf ball
130,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13144.JPEG,golf ball
131,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13186.JPEG,golf ball
132,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13257.JPEG,golf ball
133,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13307.JPEG,golf ball
134,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1334.JPEG,golf ball
135,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13366.JPEG,golf ball
136,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1338.JPEG,golf ball
137,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13414.JPEG,golf ball
138,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1344.JPEG,golf ball
139,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13455.JPEG,golf ball
140,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13457.JPEG,golf ball
141,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13538.JPEG,golf ball
142,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13567.JPEG,golf ball
143,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13575.JPEG,golf ball
144,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13576.JPEG,golf ball
145,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13579.JPEG,golf ball
146,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_136.JPEG,golf ball
147,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13736.JPEG,golf ball
148,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13748.JPEG,golf ball
149,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13759.JPEG,golf ball
150,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13783.JPEG,golf ball
151,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_138.JPEG,golf ball
152,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1386.JPEG,golf ball
153,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13867.JPEG,golf ball
154,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13874.JPEG,golf ball
155,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1389.JPEG,golf ball
156,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13898.JPEG,golf ball
157,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13918.JPEG,golf ball
158,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_13924.JPEG,golf ball
159,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1403.JPEG,golf ball
160,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14165.JPEG,golf ball
161,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1419.JPEG,golf ball
162,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14237.JPEG,golf ball
163,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14243.JPEG,golf ball
164,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14278.JPEG,golf ball
165,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_143.JPEG,golf ball
166,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14335.JPEG,golf ball
167,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14399.JPEG,golf ball
168,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14457.JPEG,golf ball
169,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14458.JPEG,golf ball
170,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14496.JPEG,golf ball
171,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14533.JPEG,golf ball
172,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14568.JPEG,golf ball
173,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14638.JPEG,golf ball
174,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1468.JPEG,golf ball
175,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14689.JPEG,golf ball
176,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_147.JPEG,golf ball
177,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14706.JPEG,golf ball
178,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1475.JPEG,golf ball
179,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14789.JPEG,golf ball
180,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14816.JPEG,golf ball
181,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14849.JPEG,golf ball
182,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14859.JPEG,golf ball
183,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14879.JPEG,golf ball
184,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_14914.JPEG,golf ball
185,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15017.JPEG,golf ball
186,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15019.JPEG,golf ball
187,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15064.JPEG,golf ball
188,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15113.JPEG,golf ball
189,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15126.JPEG,golf ball
190,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15176.JPEG,golf ball
191,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15187.JPEG,golf ball
192,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15188.JPEG,golf ball
193,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1519.JPEG,golf ball
194,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15276.JPEG,golf ball
195,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15294.JPEG,golf ball
196,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_153.JPEG,golf ball
197,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15367.JPEG,golf ball
198,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15388.JPEG,golf ball
199,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15469.JPEG,golf ball
200,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1547.JPEG,golf ball
201,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15485.JPEG,golf ball
202,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15568.JPEG,golf ball
203,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15656.JPEG,golf ball
204,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15688.JPEG,golf ball
205,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15747.JPEG,golf ball
206,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15776.JPEG,golf ball
207,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15777.JPEG,golf ball
208,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15779.JPEG,golf ball
209,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15787.JPEG,golf ball
210,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15875.JPEG,golf ball
211,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15958.JPEG,golf ball
212,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_15963.JPEG,golf ball
213,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_16036.JPEG,golf ball
214,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_16067.JPEG,golf ball
215,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_16078.JPEG,golf ball
216,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_16083.JPEG,golf ball
217,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_16143.JPEG,golf ball
218,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_1616.JPEG,golf ball
219,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_16166.JPEG,golf ball
220,c:\Users\A-L-F\Documents\UVG\mlops\data-version-control\data\raw\train\n03445777\n03445777_16186.JPEG,golf ball
